course_code,course_title,credit_hours,course_desc,pre-requisite,course_objectives,course_outcomes
B327,Creating futures: Sustainable enterprise and innovation,8,"This module is designed to provide intermediate/advanced conceptual and practical learning to students interested in the theory and practice of entrepreneurship and innovation in different contexts. B327 is a new level three course in the B.A. (Hons) in Business Studies with Marketing track. This module is a direct replacement for B322 (Investigating entrepreneurial opportunities). Structured around 4 study blocks, B327 addresses the societal impacts of entrepreneurship and innovation, researching entrepreneurship and innovation, and sustainable enterprise challenge.",BUS310,​​​The academic purpose of this module is to enable learners to develop independent research and online collaborative skills necessary to engage in enterprise and innovation practices in new and existing organisations. The module encourages students to do so by articulating how entrepreneurship and innovation can be used to satisfy individual goals/objectives while contributing to solving societal problems in an ethical and sustainable manner. The module also explores the theoretical and practical connections between the distinct yet closely-interrelated fields of study.​​,"A. Knowledge and understandingA1: Create and manage sustainable forms of innovative and entrepreneurial ventures within a range of specialist areas, such as Engineering, science and information technology; Creative, leisure and cultural industries; Health and social care.A2: Research entrepreneurship and innovations within a specialist real world setting, recognising that specialist areas have to be explored at multiple levels of analysis.A3: Apply core theories, concepts and frameworks of innovation and entrepreneurship to understand the strategy, process and operations of enterprises at different stages of their life cycle. A4: Discuss the impact of innovation and entrepreneurship on society, both at a conceptual and a practical level, including ethics and sustainability, economic and social benefits to you, the economy and local communities.B. Cognitive skillsB1: Differentiate the distinctive roles played by start-ups and established enterprises in the process of developing and commercializing various forms of innovations.B2: Distinguish the responsibilities of founders, managers, employees and directors within particular types of sustainable enterprises and innovations, including roles and rewards.B3: Use concepts from enterprise and innovation to critically analyse and evaluate solutions to a variety of societal challenges.C. Practical and professional skillsC1: Work independently and as part of a collaborative virtual team to develop attributes and capabilities for entrepreneurial success in a complex and changing environment.C2: Undertake independent research to inform practice within your area of specialism.C3: Critically evaluate and reflect on your own career development objectives.D. Key transferable skills.D1: Select and apply conceptual thinking for the process of enterprise development.D2: Critically analyse and design competitive and sustainable strategies for developing and introducing innovations into particular markets.D3: Negotiating, influencing, and agreeing roles and rewards within founder teams in entrepreneurial settings, doing so in a legitimate ethical manner.D4: Appropriately plan and solve problems in entrepreneurial and innovative settings.D5: Deploying effective networking and persuasive communication skills."
B392,Advanced Management Accounting,8,"The module offers students the opportunity to continue their studies in the BA Business Studies after they have completed the B291 & B292 modules. It builds on the knowledge and skills students have learned in B292 by focusing on theories, concepts and techniques at a more advanced level. The learning outcomes also include a critical evaluation of the theories and techniques and their application in ambiguous settings using case study approach. Business entities operate in economic turbulent environments. Under these constraints, decisions taken by managers of business units can vary and differ depending on the manager’s and the company’s pursuit of goals and objectives. Proper economic analysis and use of appropriate techniques and tools are therefore mandatory for managers and decision makers. The module can be used to understand strategy and to situate the role of strategic management accounting within the broader content of organizational and industry differences using theories, tools, techniques and relevant case studies and examples. Basic skills of quantitative proficiency is required in order to understand pricing decisions techniques, financial measures of performance, investments , EVA , Variance analysis , budgeting costing etc. This module provides students with a solid base of Advanced management Accounting study and practice.",B292,​​,"​A. Knowledge and understandingA1 : Understand the role of strategic management accounting and apply a strategic analysis framework in simple complex settings.A2 :Critically select , apply and evaluate management accounting techniques in strategic costing and pricing including value chain analysis , activity based costing and business process optimization approaches.A3: Understand, describe and evaluate the sources , costs and risks associated with the financing of investments.A4: Apply and critically evaluate advanced techniques for investment appraisal.A5: Explain, apply and evaluate methods of accounting control and performance evaluation for the purpose of improving strategic and operational performance of organizations.B. Cognitive skillsB1: Develop the ability to integrate information and use reasoned approaches to select relevant information and analytical techniques in simple and complex settings.B2: Compare critically and use different approaches to issues and problems within management accounting.B3: Communicate management accounting information effectively and appropriately.B4: Use information and communication technologies appropriately and effectively.B5: Use fundamental business mathematics and other quantitative methods effectively and appropriatelyC. Practical and professional skillsC1: Apply digital technologies to analyse data using strategic management techniques, e.g spread sheets.C2: Frame problems in ambiguous settings independently .Identify and critically select appropriate information both from digital and print sources to address these.C3: Use a combination of electronic applications to communicate analysis and findings.C4: Use tools and techniques of management accounting toimprove managerial decision making.D. Key transferable skills.D1: Provide students with knowledge and understanding of management accounting techniques that play an important role in in the formulation and implementation of business strategy.D2: Examine two key areas of financial management of organizations and link them to the management accounting and strategic activities of organizations.D3: Build on the material already studied by students on investment appraisal, adding theoretical depth and a critical evaluation of the techniques.D4: Evaluate performance using benchmarks and appropriate measures of return on investment.​"
B628,Managing 1: Organizations and People,8,"This module is designed for managers, aspiring managers, team leaders and supervisors; it uses activities and problem-solving to take you through core topics in organizational behavior and human resource management. Topics include organizational context and culture, stakeholders, management roles, recruitment and induction, performance management, motivation, team work, managing operations and change. These are focused primarily on your own work situations and practices, whether these are in the commercial, public or voluntary sectors.",B207B,"​By the end of the course students will be enabled to critically reflect on and analyse workplace situations and their own ways of managing. It is ‘solution oriented’ to help students to not only understand work situations from a manager’s perspective, but also to help them to work out what to do, given that they may not be in charge of the organisation they work for. As they work through activities, problems and solutions, they will question the idea that there are single solutions or issues or that there is ‘one best way’. they will come to understand the constraints, choices and demands that operate and learn when to work within them and when and how they may be able to bring about change.​​","A. Knowledge and understandingModule 1 :ManagingA1: the role and context of managerial work with particular reference to the development of own practice.A2: managerial skills ( including problem solving , decision making, information gathering treatment and presentation)Module 2:A3: Key processes of people management, incorporating the recruitment and development of staff and the management and leadership of individuals, teams and change.A4: Behavioural aspects of the management of leadership of individuals, teams and change.B. Cognitive skillsB1:apply management concepts to work context.B2: analyse and critically reflect on work practice and professional self knowledge.B3: solve management problems through the use of the analytical skills including problem identification, analysis, logic, thinking and judgement to the advantage of one's own organization.C. Practical and professional skillsC1: Setting objectives for developing and implementingOperational plans for the area of responsibility.C2: Reviewing and evaluating performance and practice.C3: reflecting and questioning.C4: presenting and reporting information.C5: problem solving, innovation and decision-making.C6: Managing businessprocesses.D. Key transferable skills.D1: Use interpersonal skills including those involved in team working and collaborating.D2: communicate effectively , using management vocabulary, both orally and in writingand listen actively .D3: Gather, handle , present and use information effectively; analyse and evaluate numerical data and information for specific purposes; use information technologies.D4: Demonstrate numeracy and literacyD5: Learn how to learn with an emphasis on self-monitoring and progress towards independent learning.​"
B629,Managing 2: Marketing and Finance,8,"Main elements and realities of a manager’s job and explains how one can develop and organize himself to be effective and successful in his role. Managing in modern organizations is not easy: no context is the same; the ‘right’ decision in one organization may be the ‘wrong’ one in another, or at another time. There is no ‘one best way’. However, there is also ‘received wisdom’ – tried and tested practices and behaviours that are usually effective in bringing about the result a manager wants. These are included in this module where appropriate. But even ‘good practice’ needs adaptation: time or resources may be in short supply and a manager may have to do the best he or she can with what’s available. This is the art of management: doing what’s possible in the best way possible in the circumstances to achieve, through others, the goals for which an organization is striving.",-,"​​​B629-Managing 2: Marketing and Finance will cover core topics in Marketing and Finance.Topics include; assessing the external environment, consumer relationship, market research, product/service analysis, price, promotion and delivery, quality, consumer expectations and satisfaction, financial planning and monitoring through budgets, cash flow, profit and loss.All these topics will focus primarily on student’s own work situations and practices. The teaching and learning strategy of this module is problem-based. Through this approach, the module aims to develop the skills an effective manager needs: such as analysis, constructing sound arguments, critical and reflective thinking, problem identification and solving, active listening and communication, sourcing and presenting information, and report writing. The course is a management development vehicle that aims to help student perform more effectively as managers.It does so by:Increasing student’s foundation management knowledge and competenciesProviding a repertoire of theories, concepts, and techniques to apply in different management setting -Helping students understand their individual management role, its context and nature of their interventions in their organizationsEncouraging student to be reflective practitioners, applying independent and inquisitive learning in the workplaceEnabling students to understand the discourse of specialist and senior managers better, so that they can hold more confident and informed conversations with them, work more effectively with and where appropriate challenge them.","A. Knowledge and understandingA1: Client communications, relationships, the role of marketing information and the development of value.A2: Marketing planning, service quality with particular reference to own practice.A3: Understand how financial information can be used to support managerial decision making (i.e. the relevance of the generation and reporting of financial information)A4: Understand the importance of costs costing and budgeting processes in managerial decisions A5: Have a good understanding of how business concepts relate to real life businesses, organizationsA6: Importance of performance management for organisationsB. Cognitive skillsB1. Apply management concepts to work contextsB2. Analyse and critically reflect on work practice and professional self-knowledgeB3. Solve management problems through the use of analytical skills including problem-identification, analysis, logic, critical thinking and judgment to the advantage of one’s own organizationB4. Communicate effectively, using management vocabulary, both orally and in writing and listen actively. Use interpersonal skills including those involved in team working and collaboratingB5. Gather, handle, present and use information effectively; analyse and evaluate numerical data and information for specific purposes; use information technologies B6. Demonstrate numeracy and literacy and Learn how to learn with an emphasis on self-monitoring and progress towards independent learning B7. Critical thinking, analysis and synthesis.C. Practical and professional skillsC1. Setting objectives for, developing and implementing operational plans forarea of responsibilityC2. Reviewing and evaluating performance & practiceC3. Reflecting and questioning C4. Presenting and reporting informationC5. Problem-solving, innovation and decision-making by using tools and techniques and models C6. Apply key conceptsto managerial decision making theManaging ofbusiness processes​D. Key transferable skills.D1. Use interpersonal skills including those involved in team working and collaboratingD2. Communicate effectively, using management vocabulary, both orally and in writing and listen activelyD3. Gather, handle, present and use information effectively; analyse and evaluate numerical data and information for specific purposes; use information technologiesD4. Demonstrate numeracy and literacyD5. Learn how to learn with an emphasis on self-monitoring and progress towards independent learning​"
B863,The Human Resource Professional,8,"B863 is a postgraduate course and is one of a series of optional courses offered to all students who progress to Stage II of the AOU MBA program/ mandatory for those who are to specialize This module will consider the role and contribution of the HR professional and the skills needed to be effective in this role.  Students will consider the implications of recent research findings in the field of human resource management for their own practice, for example in increasing levels of engagement and improving performance, in acting ethically and in managing change.  They will compare this with the practice of HR professionals in other contexts, drawing on case studies and the experience of their fellow students working in different geographical areas and sectors; and they will also look at the development over time of thinking about the role of HR professionals in order to understand how this may influence current thinking. The emphasis throughout will be on considering what HRM practices are associated with positive organizational outcomes. Students will develop and practice the skills they will need to be effective as an HR professional, including as a leader and a senior manager. These include self-management, leading and working in teams, making decisions, managing and communicating information, including financial information, consultancy skills and helping others to learn. They will also develop postgraduate study skills and digital literacy skills. Perhaps most importantly this module will develop students’’ skills as a reflective practitioner, committed to continuously learning from reflection on their practice and on the critical application of new theories and ideas to inform this practice. Collaboration skills of the students with all functional areas of an organization (accounting, human resources, operations, production, marketing, information technology, etc.) will be improved.",B870B,"​​​The primary aims of this course are:To understand the role of the HR professional,      the nature of professionalism and approaches toaddressing ethical dilemmasTo review recent research and to assess its      relevance for practice in a range of contextsTo assess the relevance of theory for practice      and apply it where appropriate to improve practiceTo review theoretical approaches to leadership      and team-working and to develop the skills needed to be effective as a leader      and as a team memberTo critically assess the range of concepts and      issues that are associated with managing performance in the workplace, and      the interrelationships between these factorsTo develop the skills and understanding needed      to address change management issues and to work at a strategic level in      the organizationTo develop skills essential for HR work such as: leading and working in teams, making decisions, managing financial information, communicating effectively and helping others to learn","​A. Knowledge and understandingA1.Gain an understanding the theoretical and practical aspects of human resource management to formulate strategies that will enable organizations to achieve both operational and strategic goals related to the organization's human capital.A2.Define, explain, illustrate and reason with the key role of the HR professional and approaches to addressing ethical dilemmas.A3. Identify the linkages between HRM functions and operations and performances in the workplace and leadershipB. Cognitive skillsB1.Skills to manage communication initiatives to create and implement human resources initiatives and programs that achieve organizational goalsB2.Critical thinking and problem-solving skills by assessing and interpreting source materials, evaluating arguments, examining and applying both case-based and real-world business, as consulting teams in the development of business and human resource management solutionsB3.Collaboration skills with all functional areas of an organization (accounting, human resources, operations, production, marketing, information technology, etc.)C. Practical and professional skillsC1.Appraise and apply techniques in talent management that human resource professionals may use to facilitate effective position planning, talent selection, placement, compensation and rewards, as well as retention.C2.Reflect and comment in a way that demonstrates awareness of the different contexts that impact on the operation of HRMC3.Practice behaviour and performance that demonstrates enhanced competence in HR Skills, leadership, oral and written communication, critical thinking, problem-solving.C4.Recognise the significance of ethical issues in HR practices and the management of people in the workplace.D Key transferable skillsD1.Gain skills necessary to work effectively in teams, assuming roles of leader and followerD2.Learn through reflection on practice and experience.D3.Demonstrate people management skills essential for HR work such as: selection interviewing; appraisal interviewing; disciplinary interviewing; delivering training; making presentations; project management; managing performanceD4.Gain proficiency in communication skills, independent action and team working.D5.Manage and communicate information using IT applications and software packages in accordance with the requirements of the Digital Information Literacy Levels Framework.​"
B870A,Managing in a changing world-Management,4,"The module provides you with the opportunity to develop and learn about managing and marketing in relation to your working life and personal practice. As an aspiring organisational decision-maker, you'll gain the knowledge and tools necessary to successfully take advantage of cutting-edge theories of management and human resource management. This will be linked to the values of collective responsibility, aesthetics and ethics. You'll become empowered to create responsible growth, across a range of private sector, public and not for profit organisations, while also critically reflecting on your own potential in terms of leadership and management practice. In addition, you'll explores the ways in which marketing can be used to more effectively help organisations to be both successful and forward thinking in a business environment that is quickly moving beyond traditional geographic, cultural and organisational boundaries. The module offers a developmental route appropriate for the first module of an MBA, which builds on and consolidates knowledge through a series of activities and text.",,​​​,
B870B,Managing in a changing world-Marketing,4,"B870 Part B Managing in a changing world. While studying this module, you will be encouraged to develop, as well as challenge, your current knowledge and skills in order to meet the contemporary and rapidly changing areas of management, marketing, ethics and leadership. Using both independent and collaborative approaches to learning, this module will enable you to integrate and understand ways of managing these core business functions in the face of globalisation, technological advancements and other recent economic, social and political challenges. B 870 B Theme provides a coherent and strong conceptual narrative to the module. These overarching themes provide a way of relating different and disparate knowledge to a conceptually organised framework. The theme consists of, Unitarism and Pluralism, challenges the idea that there is one best way and the assumption that when we speak of ‘an organisation’ we are talking about one harmonious and homogenous entity.",B870A,​​​,
B872,Creating and sustaining value-Financial Management,4,"This course is an elective for the direct entrants to the Finance track of the MBA programme. The scope of this course relates to the central managerial aspects of understanding, creating, improving and sustaining value within contemporary organisations. This course will enable the participant to gain a greater understanding of how decisions and organisational performance can be optimised. This module will help you understand how different business functions, such as management accounting, financial reporting, operations management and business intelligence, contribute to sustainable value creation. Most importantly, the module moves beyond a treatment of functional areas, towards a systemic view of organisational functions. Through this systemic view, you will be able to expand your critical understanding of what constitutes organisational value and how a range of value perspectives can be implemented within diverse organisational contexts. By the end of this module, you should have a greater understanding of what creating and sustaining value is and be more confident in applying these ideas in your daily work life.",,​​,
B873,Effective Strategic management,8,"This module B873 Effective strategic management in business and the public sector will provide the student with the necessary tools to become an effective strategic decision-maker. Students will learn about the strategic analysis of the organizational environment, strategic decision-making processes, and the implementation of preferred strategic choices. The module will also support the development of soft skills, which student will require both to progress in the qualification and succeed in the workplace by applying their learning to their own context. By the end of this module, student should have a greater understanding of what strategic management is and be able to apply their learning to your own workplace. This module intends to provide student's ways of increasing levels of engagement and improving performance, in acting ethically and in managing change. This module draws on case studies and the experience of their fellow students working in different geographical areas and sectors; and they will also look at the development over time of thinking about the role of strategy in order to understand how this may influence current thinking. The emphasis throughout will be on considering what Strategy practices are associated with positive organizational outcomes. Students will develop and practice the skills they will need to be effective as a Strategist, including as a leader and a senior manager. These include self-management, leading and working in teams, making decisions, managing and communicating information, including financial information, consultancy skills and helping others to learn. They will also develop postgraduate study skills and digital literacy skills. Most importantly this module will develop students’’ skills as a reflective practitioner, committed to continuously learning from reflection on their practice and on the critical application of new theories and ideas to inform this practice.",B870A,​​,
B874,Finance for strategic decision making,4,"This module will provide you with the necessary tools to use financial information and other data for making management decisions. You will learn a range of accounting and data analysis techniques as well as being introduced to the workings of the financial markets. Additionally, the module will make use of Excel spreadsheets and discuss good spreadsheet practice. The module is designed for professionals from a wide range of contexts and backgrounds who need to actively to engage with the challenges of using financial and other quantitative information for making decisions.",Co-requisite B872,​​,
B875,MBA project: leaders of change (Capstone),8,"This module will build specialized expertise by putting the theory and central managerial aspects taught on the MBA into practice, engaging in a life-changing learning that can challenge students understanding of theories and management practices. Students will identify a real problem in an organization and look for a change that will help solve this problem. This will enable students to develop as leaders of change that go beyond mere applications of theoretical and practical skills to be reflective practitioners, critical thinkers, and independent professionals. In this module students study contemporary aspects of management and industry in depth, carry out high level research, utilize data, evaluate literature, and present their findings accurately and concisely.",B874&B873,​​,
BA100,Career Planning and Development,1,"This course aims at making students aware of the need for career planning and self-developmental activities. It teaches the effective ways of developing curriculum vitae and the cover letter for applying for a job. It will teach the various techniques that students can use to develop the communication skills in particular the written communication skills. By studying this course, students get familiarized with the various job search methods and the effective utilization of such job search methods. This will make students understand the importance of concept of career planning and make them to think about the ways and means of achieving those plans.",EL111,"​​​​​Theoverallgoalofthecourseistomakethestudentsfamiliarwiththeconceptslikecareer​planning and development and with the job search methods.  Students also get to know the art of developing curriculum vitae and cover letter to apply for jobs.The  main  objective  of  this  course  is  to  develop  the  skills  of  students  in  the  areas  like developing effective curriculum vitae, facing interviews, planning for further moves in their career.Students need to plan their career in their life to progress. Progression in career needs careful planning. This course will teach on developing career plans and implementing them. It teaches certain techniques that can be used by the students to win over the competition in the job market as well to excel in their career​​",​The following are the learning outcomes of the course:1.   Developing curriculum vitae and a cover letter for a job on their own.2.   Acquiring the necessary skills of creating and sustaining network and relationship with people and organizations.3.   Making career plans and learning the ways and means of implementing the careerplans.4.   Learn and understand various job search methods available with its pros and cons.5.   (e) Improving the oral and written communication skills.​
BB848,Leadership and management intercultural context,4,"""This course is relevant to any managerial career. It has particular relevance if you are considering or already have an international career or if your managerial and leadership role involves interaction with or within intercultural or intracultural organisations or contexts. Given the increasingly intercultural and globally connected nature of business, management and organisations, this course provides opportunities for you to question and reflect on your own practice and to develop ways of managing and leading which are appropriate in different national and regional settings. By offering new (cross-national) perspectives on leadership and management you are also challenged to rethink your own practices in your current setting. This course addresses issues facing managers and leaders working in intercultural contexts and supports you to develop skills, competencies and knowledge to thrive and to get the best from colleagues, partners and associates. The course covers three main themes: Theme One: Understanding cultures effects: This theme explores different approaches to understanding cultures. Theme Two: Understanding the role of social, political and economic institutions: Drawing on a varieties of capitalism approach, this section looks at the ways in which institutions such as labour markets, forms of firm governance, legal systems, differences in the rule of law, and the structure of inter-firm collaboration and competition affect the practices and challenges of leadership and management. Activities encourage you to explore the ways in which the business, social, economic and political environments affect your own experience of leadership and management. Theme Three: Putting it into practice: cross-cultural leadership capabilities: This theme explores the implications of what you have learned for your own practice and uses, with a series of self-assessment tools to evaluate and assess your own strengths and development needs in relation to the challenges of intercultural leadership and management. This course is relevant to any managerial career. It has particular relevance if you are considering or already have an international career or if your managerial and leadership role involves interaction with or within intercultural or intracultural organisations or contexts. Given the increasingly intercultural and globally connected nature of business, management and organisations, this course provides opportunities for you to question and reflect on your own practice and to develop ways of managing and leading which are appropriate in different national and regional settings. By offering new (cross-national) perspectives on leadership and management you are also challenged to rethink your own practices in your current setting. This course addresses issues facing managers and leaders working in intercultural contexts and supports you to develop skills, competencies and knowledge to thrive and to get the best from colleagues, partners and associates. The course covers three main themes: Theme One: Understanding cultures effects: This theme explores different approaches to understanding cultures. Theme Two: Understanding the role of social, political and economic institutions: Drawing on a varieties of capitalism approach, this section looks at the ways in which institutions such as labour markets, forms of firm governance, legal systems, differences in the rule of law, and the structure of inter-firm collaboration and competition affect the practices and challenges of leadership and management. Activities encourage you to explore the ways in which the business, social, economic and political environments affect your own experience of leadership and management. Theme Three: Putting it into practice: cross-cultural leadership capabilities: This theme explores the implications of what you have learned for your own practice and uses, with a series of self-assessment tools to evaluate and assess your own strengths and development needs in relation to the challenges of intercultural leadership and management. """,,​​,
BB849,Supply chain management,4,تم تصميم هذا المقرر للذين يرغبون في معرفة جيدة ورؤية ثاقبة لإدارة سلسلة التوريد وسوف تروق لكل من محترفي سلسلة التوريد والمديرين في المهن الأخرى. سيوفر لك هذا المقرر نظرة معمقة حول النظرية والمشكلات والحلول وأفضل الممارسات في مجال إدارة سلسلة التوريد. سيوفر لك فرصًا للتساؤل والتفكير في مؤسستك ودورها في سلسلة التوريد الأوسع. سيساعدك أيضًا على تطوير قدرتك على تحديد فرص تحسين تصميم المنتج ومعالجات التصنيع واستراتيجيات التوريد وتطوير السوق.,,,
BB851,Entrepreneurship in context,4,"This module aims to equip you with an entrepreneurial mindset that helps you to make better career decisions – either in your workplace or as an independent entrepreneur – and effectively cope with the increasingly rapid changes in economy and society. In this module, entrepreneurship is broadly described as the application of enterprise behaviors with the aim to create economic, social, environmental, or cultural value in various contexts, among them private and public organizations, small enterprises, large corporations. Specifically, it goes beyond new venture creation (i.e. entrepreneurship) and considers the application of entrepreneurial skills and knowledge in established organizations (i.e. intrapreneurship) to initiate innovation, change and organizational development. Therefore, you need not aim to start your own venture to enjoy studying this module.",,​​​,
BDE850,Digital Economy in Business,4,"This module consolidates, integrates, and assesses your learning from the Digital Economy. The Digital Economy explains the new economy, the new enterprise, and the new technology, and how they link to one another, how they enable one another. If you and your organization understand these relationships, the role of the new technology in creating the new enterprise for a new economy, you can be successful.",,​​,
BUS101,Introduction to Math for Business,4,"The world is a small place these days with business becoming more and more of a global endeavour. This course, Introduction to Math for Business aim to equip students with technical skills and business knowledge needed for further advanced courses in finance. Students need to have effective financial skills for both their personal and professional lives.",EL099,"​​The overall aims of this course are to introduce entry knowledge of finance and to provide the computational skills needed for evaluating financial decisions. Thus providing learners a footstep into the world of Business Mathematics. This introductory module introduces learners to the mathematical concepts, vocabulary, and terminology employed nowadays in the business world in Finance, Banking, and Accounting to name a few.More specifically, the students will gain practical experience into aspects such as percentages, discounts, markups and markdowns, payroll, interest calculations, installment buying, and annuities.","A. Knowledge and understandingA1: Knowledge and understanding of the depth of relation between math and business (particularly finance)A2: Knowledge and understanding of a range of ideas concerning basic business mathematics and its applications.A3: Knowledge and understanding of relevant ideas, tools, and techniques that are widely used in everyday business practice.B. Cognitive skillsB1: the ability to develop skills in interpreting and explaining mathematics.B2: the ability to integrate mathematical ideas into everyday thinking.B3: the ability to develop mathematical modeling skills.B4: the ability to develop basic mathematical financial skills.B5: the ability to use techniques from the course to analyse and solve problems in a range of contexts.B6: the ability to recognize, interpret and criticize the use of mathematics in different contexts.B7: the ability to reason logically using mathematical ideas and principles of the course.C. Practical and professional skills​C1: practically deal with numbers and manipulate them confidently.C2: easily use a calculator and its functions.C3: master the techniques of discounts, mark-ups/markdowns, payroll, credit consumer, simple & compounded interests, and annuities."
BUS102,Introduction to Statistics,4,"The course helps students understand the relationship between statistics and the world, bringing life to the theory and methods. It incorporates an unprecedented amount of real and interesting data that will help students to connect statistics to their daily lives.  BUS102 is considered an introductory course for BUS202 (data analysis). At the undergraduate level, both modules (BUS102 and BUS202) are considered as part of common modules for all tracks in Business Programme.  It is well-known that Statistics is a science that deals with collection, description, analysis, interpretation, and presentation of data. Statistics can be used to describe a particular data set, termed descriptive statistics (BUS102) as well as to draw conclusions about the population from a particular data set, termed inferential statistics (BUS102 and BUS202). The course applies statistical methods in a business context in order to address business related questions and help make evidence based decisions. The course will provide students with the knowledge they need to become stronger analysts and better decision makers.",EL111,"​​The course covers basic statistical concepts and introduces some advanced topics and tools that are very useful for decision-makers in different business disciplines. The topics include descriptive statistics, probability distributions, sampling, and estimations for small and large samples of data (statistical inference). An emphasis will be given to the understanding, applicability of statistical analysis and interpretation of output using MS Excel spreadsheets and/ or any available open source analytical tools.Attitudinal aimsIn addition to specific learning outcomes, the course aims to shape the attitudes of learners regarding the field of Statistics. Specifically, the course aims to1. Motivate in students an intrinsic interest in statistical thinking.2. Instil the belief that Statistics is important for scientific research.3. Provide a foundation and motivation for exposure to statistical ideas subsequent to the course​","A. Knowledge and understandingA1:knowledge of how to formulate data analysis problems in a statistical framework.A2:knowledge of how to assemble relevant information and construct appropriate arguments.A3:knowledge of how to exercise judgment in selection and application of a wide range of statistical tools and techniques.B. Cognitive skillsB1:the ability to approach statistical problems and tasks in a flexible way.B2:the ability to choose appropriate models for situations involving uncertainty, and understand their key elements and properties.B3:the ability to comment critically on choices of model and analyses resulting from them.​B4:the ability to evaluate statistical evidence and to interpret the results of a statistical analysisB5:the ability to create statistical models and draw justifiable inferencesC. Practical and professional skillsC1:practically deal with numbers and manipulate them confidently.C2:easily use a calculator and its functions.C3:master the techniques of discounts, mark-ups/markdowns, payroll, credit consumer, simple & compounded interests, and annuitiesD. Key transferable skillsD1:Work with others effectively, participate as a member of a team and thus contribute to group effort.D2:Work hard to satisfy others expectations.D3:Exercise Leadership and communicate ideas clearly to convince others and responsibly challenge his classmates having other ideas, opinions, or methods of solving.D4:Collaborate with classmates to solve a problem and teach others new skills.D5:Apply technologies to task (exercises, problems, situations) and work with a variety of technologies and solve problems using calculators, and computers."
BUS109,Business Law – Country Specific,4,"Rules of law govern many aspects of business. An understanding of legal rules and ethical constraints provides a framework for making sound business decisions, facilitates commercial transactions, and promotes order in the marketplace.    This module introduces the students to the fundamental concepts of commercial laws. It entails the survey of the country-specific judicial system, business ethics, contract laws, antitrust law and commercial agencies; contracts; property sales and secured transactions; insurance; commercial papers; agency; bailment; bankruptcy; banking operations, all in a comparative approach.",EL 111: Freshman English,"​​The main objective of the module is to help business students understand the legal aspect of common business activities and the formation and functioning of commercial companies along with the related ethical principles.This engaging module teaches students about the workings of business law by examining real case studies and examples. The material explores core issues in both national and international business law in depth while remaining brief and concise.Topics covered include: The basic elements of contract laws, negligence and product liability, property laws such as mortgages, landlord and tenant and personal property, Intellectual Property, Labour law, Environmental Law.After studying the module students should be able to:Recognize legal and ethical issues when making business decisions.Gain an enhanced understanding of legal rules and ethical constraints.Improve analytical problem solving and ethical decision-making skills.Apply knowledge and skills to address and manage potential problems before they become actual, expensive problems.Evaluate expert advice and determine the extent to which it should be incorporated into business decisions.Total understanding of the The Law of Contracts and Sales.Understanding and respect of the intellectual property rights and environmental laws.","A. Knowledge and understandingA1:The Legal Environment of Business.A2:Constitutional Principles.A3:Ethics, Social Responsibility, and the Business Manager.A4: The International Legal Environment of Business.B. Cognitive skillsB1: Recognize, compare and contrast different ways of analyzing business case studies and other material about contemporary business law practice.B2: Apply their knowledge in the analysis of practical business law problems and issues.B3: Recognize, compare and contrast different interpretations of and approaches to practical business law problems and issues.C. Practical and professional skillsC1: Analyze work-related cases and situations to identify problems with an exploration of ethics that takes business law education a step further by teaching students how to practice justlyC2: Identify and communicate potential solutions based on knowledge of theory and applying it to their own work situation as Business Law uses tangible examples that students will be able to reference in their future careers to introduce students to this important topic.D. Key transferable skills.D1: Read and précis written text materials for key salient points.D2: Communicate effectively in writing, showing recognition of audience and purpose.D3: Select data, information and ideas from different sources and present in an appropriate fashion to support an argument.D4: Identify some of the key strengths and needs of their own learning and identify opportunities to address these."
